period_end,period_year,period_month,period_label,period_short,beroep,vacatures
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Bodemonderzoeker,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Bodemonderzoeker,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Bodemonderzoeker,12
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Bodemonderzoeker,7
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Bodemonderzoeker,9
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Boomverzorger,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Boomverzorger,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Boomverzorger,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Boomverzorger,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Bordenbouwer - Elektromonteur machinebouw,71
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Bordenbouwer - Elektromonteur machinebouw,132
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bordenbouwer - Elektromonteur machinebouw,94
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Bordenbouwer - Elektromonteur machinebouw,43
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Bordenbouwer - Elektromonteur machinebouw,31
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Bordenbouwer - Elektromonteur machinebouw,32
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Bordenbouwer - Elektromonteur machinebouw,79
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Bordenbouwer - Elektromonteur machinebouw,47
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Bordenbouwer - Elektromonteur machinebouw,32
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Bordenbouwer - Elektromonteur machinebouw,41
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Bouwkundig tekenaar,182
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Bouwkundig tekenaar,172
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwkundig tekenaar,198
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Bouwkundig tekenaar,163
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Bouwkundig tekenaar,250
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Bouwkundig tekenaar,221
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Bouwkundig tekenaar,141
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Bouwkundig tekenaar,112
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Bouwkundig tekenaar,155
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Bouwkundig tekenaar,146
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Brandertechnicus,20
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Brandertechnicus,15
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Brandertechnicus,19
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Brandertechnicus,15
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Brandertechnicus,15
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Brandertechnicus,30
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Brandertechnicus,20
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Brandertechnicus,22
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Brandertechnicus,23
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Brandertechnicus,29
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Brandwacht-veiligheidswacht,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Brood- en banketbakker,0
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Brood- en banketbakker,0
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Business analist,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Business analist,16
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Business analist,7
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Business analist,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Business analist,6
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Business analist,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Business analist,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Business analist,10
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Business analist,11
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Business developer,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Business developer,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Business developer,7
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Business en financial controller,17
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Business en financial controller,13
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Business en financial controller,17
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Business en financial controller,19
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Business en financial controller,24
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Business en financial controller,36
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Business en financial controller,35
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Business en financial controller,41
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Business en financial controller,38
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Business en financial controller,47
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Calculator bouw,350
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Calculator bouw,353
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Calculator bouw,290
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Calculator bouw,264
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Calculator bouw,359
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Calculator bouw,411
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Calculator bouw,364
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Calculator bouw,394
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Calculator bouw,428
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Calculator bouw,421
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Carwashmedewerker,3
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Carwashmedewerker,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Carwashmedewerker,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Charcutier,20
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Charcutier,20
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Charcutier,6
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Charcutier,14
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Charcutier,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Charcutier,9
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Charcutier,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Commercieel medewerker binnendienst,42
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Commercieel medewerker binnendienst,89
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Commercieel medewerker binnendienst,39
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Commercieel medewerker binnendienst,45
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Commercieel medewerker binnendienst,56
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Commercieel medewerker binnendienst,91
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Commercieel medewerker binnendienst,43
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Commercieel medewerker binnendienst,61
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Commercieel medewerker binnendienst,90
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Commercieel medewerker binnendienst,96
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Compliance officer,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Compliance officer,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Compliance officer,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Conciërge,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Conciërge,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Conciërge,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Conciërge,11
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Conciërge,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Conciërge,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Conciërge,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Contactcenter medewerker,184
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Contactcenter medewerker,1287
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Contactcenter medewerker,54
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Contactcenter medewerker,40
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Contactcenter medewerker,113
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Contactcenter medewerker,96
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Contactcenter medewerker,140
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Contactcenter medewerker,188
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Contactcenter medewerker,160
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Contactcenter medewerker,134
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Content marketeer,12
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Content marketeer,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Content marketeer,3
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Content marketeer,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Content marketeer,12
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Content marketeer,13
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Controleur sociale inspectie,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Credit collector,3
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Credit collector,3
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Credit collector,2
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Credit collector,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Credit collector,7
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Credit collector,4
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Credit collector,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Credit collector,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Credit collector,0
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Cultuurmanager,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Cultuurmanager,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Customer experience manager,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Daktimmerman,70
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Daktimmerman,73
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Daktimmerman,79
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Daktimmerman,91
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Daktimmerman,72
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Daktimmerman,55
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Daktimmerman,56
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Daktimmerman,36
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Daktimmerman,51
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Daktimmerman,39
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Dakwerker,763
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Dakwerker,842
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dakwerker,955
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Dakwerker,896
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Dakwerker,848
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Dakwerker,754
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Dakwerker,696
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Dakwerker,673
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Dakwerker,602
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Dakwerker,644
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Danser,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Data engineer,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Data engineer,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Data engineer,0
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Data engineer,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Data engineer,9
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Data engineer,12
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Data manager,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Data manager,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Data manager,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Data scientist,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Data scientist,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Data scientist,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Data scientist,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Datacommunicatie- en netwerktechnicus,1783
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Datacommunicatie- en netwerktechnicus,3915
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Datacommunicatie- en netwerktechnicus,532
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Datacommunicatie- en netwerktechnicus,943
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Datacommunicatie- en netwerktechnicus,988
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Datacommunicatie- en netwerktechnicus,1048
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Datacommunicatie- en netwerktechnicus,969
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Datacommunicatie- en netwerktechnicus,587
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Datacommunicatie- en netwerktechnicus,343
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Datacommunicatie- en netwerktechnicus,418
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Decorateur van kunst- en artisanale objecten,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Decorateur van kunst- en artisanale objecten,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Decorateur van kunst- en artisanale objecten,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Decorateur van kunst- en artisanale objecten,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Decorateur van kunst- en artisanale objecten,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Decorateur van kunst- en artisanale objecten,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Decorateur van kunst- en artisanale objecten,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Decorbouwer-rekwisiteur,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Dekvloerlegger,36
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Dekvloerlegger,35
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dekvloerlegger,20
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Dekvloerlegger,23
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Dekvloerlegger,39
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Dekvloerlegger,21
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Dekvloerlegger,16
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Dekvloerlegger,15
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Dekvloerlegger,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Dekvloerlegger,8
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Demonstrateur,8
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Deskundige toeristische ontwikkeling,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Dierentrimmer,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Dierentrimmer,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Dierenverzorger,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Dierenverzorger,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Dierenverzorger,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Dierenverzorger,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Dierenverzorger,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Digitaal drukker,4
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Digitaal drukker,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Digitaal drukker,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Digital marketeer,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Digital marketeer,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Digital marketeer,3
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Digital marketeer,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Digital marketeer,8
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Digital marketeer,4
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Digital marketeer,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Digital marketeer,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Digital marketeer,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Digital marketeer,6
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Digital sales assistant,23
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Digital sales assistant,21
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Digital sales assistant,22
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Digital sales assistant,19
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Digital sales assistant,43
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Digital sales assistant,25
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Digital sales assistant,14
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Digital sales assistant,8
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Digital sales assistant,21
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Digital sales assistant,13
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Dispatcher goederenvervoer,23
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Dispatcher goederenvervoer,39
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dispatcher goederenvervoer,21
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Dispatcher goederenvervoer,23
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Dispatcher goederenvervoer,39
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Dispatcher goederenvervoer,49
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Dispatcher goederenvervoer,26
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Dispatcher goederenvervoer,23
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Dispatcher goederenvervoer,22
